id	frequency	board	fill	hasQR
00593226172f5f55b83c8378ea84c8f0	1313	Kw,Rb,Nw,Bb,Kw,Rw,Nb,Qb,Pb,,,,,,,Pw,Kb,,,,,,,Rb,Bw,,,,,,,Bb,Nb,,,,,,,Kw,Pw,,,,,,,Pb,Kw,,,,,,,Nw,Nw,Qb,Kw,Rb,Nw,Qw,Kb,Kb	darkGray	0
006439458319db3a570abc20e1b233e3	1098	Rb,Rw,Kw,Qw,Nb,Rb,Kb,Bb,Kb,,,,,,,Qb,Rb,,,,,,,Kw,Nb,,,Bb,Bb,,,Rw,Qw,,,Bb,Bb,,,Nb,Kw,,,,,,,Qw,Rw,,,,,,,Kb,Kw,Nw,Pb,Kb,Bw,Rb,Pw,Nb	lightGray	0
00644f9625a55782f2820e31bebe0709	3356	Kw,Nw,Bb,Kb,Pb,Nb,Bw,Nb,Kw,,,,,,,Nb,Rw,,,,,,,Pw,Bw,,,,,,,Kw,Qb,,,,,,,Bb,Kb,,,,,,,Nw,Rb,,,,,,,Pb,Kw,Nw,Pb,Kw,Bb,Nb,Pw,Kw	lightRed	0
006b06620d5d4dab481a7be5b51798b9	2955	Nw,Kw,Bb,Nw,Pb,Kb,Bw,Pb,Kw,,,,,,,Kw,Rw,,,,,,,Rw,Nw,,,,,,,Nb,Qb,,,,,,,Qw,Kb,,,,,,,Kb,Rb,,,,,,,Rb,Bw,Bw,Nb,Pw,Kw,Bb,Nw,Kw	lightGray	0
00719d58e2fa546d8f20aa12abec8503	3878	Pb,Kw,Qb,Nw,Rb,Kb,Qw,Nw,Kw,,,,,,,Kw,Bb,,,,,,,Bb,Nb,,,,,,,Nw,Pw,,,,,,,Pb,Kb,,,,,,,Kb,Bw,,,,,,,Bw,Rb,Rw,Nb,Qw,Kb,Rb,Nw,Qb	lightGray	0
0076ee5e2ea75f6153ae3e02055613f0	1186	Nb,Kw,Qb,Nw,Rb,Kb,Bw,Nb,Pw,,,,,,,Bw,Kw,,,,,,,Nb,Bw,,,,,,,Pw,Nb,,,,,,,Kw,Pb,,,,,,,Qb,Kb,,,,,,,Nw,Bb,Nb,Qw,Kb,Rb,Nw,Qb,Nb	darkRed	0
007af1d65a66f2aa7467fad0f20aa3a5	3059	Bw,Pw,Qw,Bw,Rb,Pb,Kb,Pw,Qw,,,,,,,Rb,Pw,,,,,,,Bw,Rw,,,Bw,Bw,,,Qw,Bb,,,Bw,Bw,,,Pw,Qb,,,,,,,Rw,Pb,,,,,,,Bb,Bb,Nb,Rw,Kw,Qb,Nw,Rb,Qb	lightRed	0
0085b21165fa324ced57fc24c59b3483	1377	Qw,Pb,Rw,Bw,Qb,Pw,Rb,Qw,Bw,,,,,,,Nb,Rb,,,,,,,Rw,Pw,,,,,,,Kb,Qw,,,,,,,Qw,Bb,,,,,,,Nw,Rw,,,,,,,Rb,Bb,Qw,Pw,Rb,Bw,Qb,Pb,Pw	lightRed	0
00878250addcf284bad71d7c9e5b85db	1074	Qw,Kw,Qb,Nw,Rb,Kb,Qw,Pb,Pw,,,,,,,Pb,Nb,,,,,,,Kb,Bb,,,,,,,Bb,Kw,,,,,,,Nw,Pb,,,,,,,Pw,Nw,,,,,,,Kw,Bb,Nw,Bb,Kb,Pb,Nb,Bw,Rb	darkGray	0
008c4e0c0fb2c8f6c8949bfa67ad5717	1252	Nw,Nw,Bb,Kw,Pw,Nb,Bw,Kb,Bb,,,,,,,Nb,Qw,,,,,,,Rw,Pb,,,,,,,Kb,Rw,,,,,,,Qw,Bw,,,,,,,Nw,Qb,,,,,,,Rb,Kb,Qw,Bb,Rb,Pw,Qb,Bw,Qb	lightGray	0
0090292e3ca33aa039a3173f0c25fb3b	1297	Pw,Pb,Rw,Bb,Qw,Pw,Rb,Pw,Nw,,,,,,,Kb,Pb,,,,,,,Rb,Kb,,,,,,,Nw,Bw,,,,,,,Qb,Nb,,,,,,,Kw,Pw,,,,,,,Rb,Rw,Rb,Nw,Qb,Kw,Rw,Nb,Nb	lightGray	0
009ce3e2e0ddac6ef185ebdb84cbdd9a	1149	Nw,Pb,Nw,Bb,Kw,Pw,Nb,Pb,Nb,,,,,,,Nb,Pw,,,,,,,Pw,Kw,,,Pb,Pb,,,Kw,Bb,,,Pb,Pb,,,Bb,Nw,,,,,,,Nw,Pb,,,,,,,Pb,Rw,Pb,Nw,Bb,Kw,Pw,Nb,Qb	darkRed	0
00ac569d3157e8834aa679cd8f478f4d	3079	Kw,Nb,Bw,Kw,Pw,Nw,Bb,Nw,Kb,,,,,,,Nw,Pb,,,,,,,Qb,Nb,,,Kb,Kb,,,Kw,Bw,,,Kb,Kb,,,Rw,Kw,,,,,,,Nb,Pw,,,,,,,Qw,Rb,Pw,Rb,Bb,Qw,Pb,Rw,Bb	darkRed	0
00c794ecf675b5c7b257e185a6b8b42c	1250	Qb,Nw,Pb,Kw,Bb,Nb,Pw,Nb,Bw,,,,,,,Nb,Nb,,,,,,,Rw,Pw,,,,,,,Kb,Kw,,,,,,,Qw,Bb,,,,,,,Nw,Nw,,,,,,,Rb,Qw,Bb,Nw,Pw,Kw,Bw,Nb,Nw	lightRed	0
00ed523b357a87e294eafff003e34e1e	56	Pw,Nb,Rw,Kb,Bw,Nw,Rb,Pw,Nw,,,,,,,Nw,Pb,,,,,,,Rb,Kb,,,Rw,Rw,,,Kb,Bw,,,Rw,Rw,,,Qw,Nb,,,,,,,Nb,Pw,,,,,,,Rw,Pw,Nw,Qb,Kb,Rb,Nb,Qw,Pw	darkGray	0
00fed1fd684fd153ed19604a96110420	784	Qw,Qb,Nw,Pw,Kw,Bw,Nb,Kb,Bb,,,,,,,Nw,Rw,,,,,,,Rb,Pb,,,,,,,Kw,Qb,,,,,,,Qb,Bw,,,,,,,Nb,Rb,,,,,,,Rw,Nb,Nb,Rw,Pb,Qb,Nw,Rb,Rw	lightRed	0
01025b31be62c28f6b0c71f2e448148d	3829	Rb,Nb,Rw,Kw,Qb,Nw,Rb,Nb,Qw,,,,,,,Nb,Pw,,,,,,,Qw,Rb,,,Pb,Pb,,,Kw,Bw,,,Pb,Pb,,,Rw,Kb,,,,,,,Nw,Pb,,,,,,,Qb,Kb,Pb,Kb,Bw,Nb,Pw,Kw,Pw	lightGray	0
01089be4c9186e9dcd02d5eba5078935	3355	Rw,Bb,Rw,Pb,Qb,Bw,Rb,Qb,Nw,,,,,,,Kb,Pb,,,,,,,Pb,Kb,,,,,,,Nb,Bw,,,,,,,Bw,Nb,,,,,,,Kw,Pw,,,,,,,Pw,Nb,Kb,Qw,Nw,Rb,Kw,Qb,Pb	lightRed	0
01097b628d30b788078a302d8f0cb999	3005	Qw,Kb,Pb,Rw,Bb,Kw,Pw,Nb,Kb,,,,,,,Pb,Rb,,,,,,,Qb,Bb,,,,,,,Bb,Qw,,,,,,,Rw,Pb,,,,,,,Pw,Rw,,,,,,,Kw,Rw,Pw,Rb,Bb,Qw,Pb,Rw,Kb	lightGray	0
01124f177bbdd9d4fcbe55e121e49c91	1702	Nb,Kw,Rw,Nw,Qb,Kb,Rb,Kb,Nb,,,,,,,Nw,Bw,,,,,,,Qb,Kw,,,Qb,Qb,,,Kw,Pw,,,Qb,Qb,,,Rw,Nw,,,,,,,Nb,Bb,,,,,,,Qw,Pb,Bb,Rw,Pw,Qw,Bw,Rb,Bb	darkGray	0
0116c72b1d3390f68cb992c9333fb336	664	Rw,Qb,Kw,Rw,Nb,Qw,Kb,Nw,Rb,,,,,,,Nb,Bw,,,,,,,Rw,Qw,,,,,,,Kw,Pw,,,,,,,Qb,Rw,,,,,,,Nw,Bb,,,,,,,Rb,Pb,Rb,Kb,Bb,Nw,Pw,Kw,Nw	lightGray	0
011c59322bc95527cdb5039999116351	3889	Nb,Kw,Qb,Nw,Rb,Kb,Qw,Pb,Pb,,,,,,,Kw,Qb,,,,,,,Pw,Bb,,,,,,,Nw,Rw,,,,,,,Bb,Pw,,,,,,,Kb,Qw,,,,,,,Pb,Pb,Kb,Rb,Nb,Qw,Kw,Rw,Pb	lightRed	0
01251fa89171c685cc4c46c6660becdf	110	Qw,Nb,Bw,Kw,Pw,Nw,Bb,Rw,Qw,,,,,,,Rw,Pw,,,,,,,Rw,Rb,,,Rb,Rb,,,Rw,Bw,,,Rb,Rb,,,Rw,Qb,,,,,,,Rw,Pb,,,,,,,Rw,Pb,Bb,Rw,Pw,Qw,Bw,Nb,Rw	darkGray	0
01255d2b7ea5d67ea4816934bee71d31	2276	Kw,Rb,Bw,Qw,Pw,Rw,Bb,Nb,Rb,,,,,,,Qb,Bw,,,,,,,Nw,Qw,,,Nw,Nw,,,Rb,Pw,,,Nw,Nw,,,Kb,Rw,,,,,,,Qw,Bb,,,,,,,Nb,Nw,Pb,Kb,Bw,Nb,Pw,Kw,Nw	lightRed	0
012b403649a58fdb0df2a375f4e9bcf6	2387	Rb,Qb,Bw,Rb,Pw,Qw,Bb,Rb,Nw,,,,,,,Nw,Qb,,,,,,,Bb,Kw,,,Pb,Pb,,,Kw,Rw,,,Pb,Pb,,,Pw,Nb,,,,,,,Nb,Qw,,,,,,,Bw,Rw,Pb,Rw,Bb,Qw,Pw,Rb,Qw	lightRed	0
01356d0c367124b48b851db8b0860db5	2889	Qb,Kw,Pw,Nb,Bw,Kb,Pb,Bw,Kw,,,,,,,Rw,Bb,,,,,,,Bb,Nw,,,,,,,Qw,Pb,,,,,,,Pw,Kb,,,,,,,Rb,Qw,,,,,,,Bw,Nb,Bb,Qw,Pw,Rb,Bw,Kb,Qb	darkGray	0
01436e14aa0520a96c9eefd968d9b6e2	1973	Kw,Bb,Kw,Pw,Nb,Bw,Kb,Rb,Nb,,,,,,,Bw,Rw,,,,,,,Kb,Kb,,,Bb,Bb,,,Pb,Qw,,,Bb,Bb,,,Nw,Nw,,,,,,,Bb,Rb,,,,,,,Kw,Pw,Qb,Bw,Rw,Kw,Qw,Bb,Rb	lightRed	0
016647032a5a7bb1fa8bbd611baa9c12	1764	Nb,Qb,Kw,Rw,Nb,Qw,Pw,Bb,Nb,,,,,,,Rb,Pw,,,,,,,Bw,Kw,,,,,,,Qb,Bb,,,,,,,Pb,Nw,,,,,,,Rw,Pb,,,,,,,Bb,Pb,Rw,Kw,Qw,Nb,Rb,Kb,Qw	lightGray	0
016d68816f42f1348d27345e16bad95f	2447	Bw,Kb,Bw,Nb,Pw,Kw,Bb,Nw,Nw,,,,,,,Nw,Bb,,,,,,,Qb,Kb,,,,,,,Kw,Pb,,,,,,,Pw,Nb,,,,,,,Nb,Bw,,,,,,,Bw,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw	darkRed	0
017d19dcd88f03f476ae067c7e8967b9	1839	Pw,Rb,Pw,Qb,Bw,Rw,Pb,Rb,Rw,,,,,,,Bw,Kw,,,,,,,Qb,Qb,,,,,,,Pw,Nw,,,,,,,Rb,Pb,,,,,,,Nb,Kb,,,,,,,Qw,Nb,Kb,Qw,Nb,Rw,Kw,Qb,Pb	lightRed	0
019a9e91c80ec4a9ccdcb7fcc92a2404	3328	Kb,Qb,Bw,Rw,Pb,Qw,Bb,Qb,Bw,,,,,,,Pw,Rb,,,,,,,Nb,Pb,,,,,,,Bw,Qb,,,,,,,Kb,Bb,,,,,,,Pb,Rw,,,,,,,Nw,Kw,Pw,Kw,Bw,Nb,Pb,Kb,Pw	lightRed	1
019f2ae8f1d36973546b8cbaec0ab2f7	3213	Kw,Nw,Pb,Qb,Bw,Nb,Pw,Pb,Qb,,,,,,,Bb,Kw,,,,,,,Kw,Rb,,,,,,,Pw,Nw,,,,,,,Nb,Qw,,,,,,,Bw,Kb,,,,,,,Kb,Qb,Pb,Nw,Bb,Kw,Pw,Rb,Nb	darkRed	0
01a16829b10233434f1ba1443eca01a1	1226	Pb,Pw,Kw,Bb,Nw,Pb,Qb,Pw,Bb,,,,,,,Rb,Kw,,,,,,,Bw,Pw,,,,,,,Qb,Nb,,,,,,,Pb,Bw,,,,,,,Rw,Kb,,,,,,,Bb,Kw,Pw,Nb,Bw,Kb,Pb,Nw,Nb	darkGray	0
01b57d75144861c71dfa5680b70913d8	94	Rw,Bw,Rb,Pb,Qb,Nb,Rw,Kw,Nw,,,,,,,Nw,Pb,,,,,,,Rb,Kw,,,Nb,Nb,,,Kw,Bb,,,Nb,Nb,,,Qb,Nb,,,,,,,Nb,Pw,,,,,,,Rw,Kb,Bb,Qw,Pw,Rb,Bw,Qb,Pw	darkRed	0
01b8ab8768b8aff7a30facca39de4f0e	3676	Bb,Nw,Rb,Kb,Qw,Nb,Rw,Pb,Nw,,,,,,,Nw,Bb,,,,,,,Rb,Kw,,,Rb,Rb,,,Kw,Pw,,,Rb,Rb,,,Qb,Nb,,,,,,,Nb,Qw,,,,,,,Rw,Rw,Qw,Kb,Rb,Nw,Qb,Kw,Pw	darkGray	0
01c227084cfd63be1f7036acc1c0556d	3653	Bb,Rb,Pw,Qb,Nw,Rw,Kw,Qb,Nw,,,,,,,Pw,Qb,,,,,,,Nb,Kb,,,,,,,Bb,Rb,,,,,,,Kw,Nb,,,,,,,Pb,Qw,,,,,,,Nw,Rb,Qb,Kw,Rb,Nw,Qw,Kb,Qw	lightGray	0
01caa1d46346cdbc480d0f8bd607f523	1816	Rw,Bw,Nb,Pb,Kb,Bb,Nw,Bw,Nw,,,,,,,Qw,Pb,,,,,,,Bb,Kb,,,Nb,Nb,,,Rw,Bw,,,Nb,Nb,,,Pb,Nb,,,,,,,Qb,Pw,,,,,,,Bw,Bw,Pw,Nb,Qb,Kw,Pb,Nw,Qb	lightRed	0
01cc70599bea9004091f7506511ba2a0	1270	Pb,Nb,Qw,Kb,Rb,Nw,Qb,Rw,Bb,,,,,,,Rw,Qw,,,,,,,Rw,Pw,,,Pw,Pw,,,Rw,Rb,,,Pw,Pw,,,Rw,Bw,,,,,,,Rw,Qb,,,,,,,Rw,Qw,Qw,Pw,Rb,Bw,Qb,Pb,Rw	darkGray	0
01d16fd70ba1823a4bb36e9893c1fcab	1629	Qw,Bb,Nw,Pb,Kb,Bw,Rb,Bb,Bb,,,,,,,Rw,Kw,,,,,,,Kw,Pw,,,,,,,Qw,Nb,,,,,,,Nb,Bw,,,,,,,Rb,Kb,,,,,,,Kb,Nw,Pw,Nb,Bw,Kb,Pb,Nw,Rb	darkRed	0
01d51a7d0ac7d1f2e71aed6e42b1ca5e	2379	Qw,Bw,Kb,Pb,Nw,Qb,Kw,Bw,Pb,,,,,,,Bw,Qb,,,,,,,Qb,Bb,,,,,,,Pw,Rw,,,,,,,Rb,Pw,,,,,,,Bb,Qw,,,,,,,Qw,Nb,Pb,Qb,Bb,Rw,Pw,Kw,Rw	lightRed	0
01debd559715950186bed8588055c556	720	Nw,Kw,Rw,Nb,Qw,Kb,Rb,Kb,Pb,,,,,,,Kb,Rw,,,,,,,Rb,Nb,,,,,,,Nw,Qw,,,,,,,Bb,Pw,,,,,,,Kw,Rb,,,,,,,Pw,Rb,Nw,Rb,Kb,Qw,Bb,Rw,Pw	lightGray	0
01e8d47d8099f7c1d270e3e1760d3add	2904	Pb,Nw,Rb,Kw,Qb,Nb,Rw,Rb,Nb,,,,,,,Nb,Rw,,,,,,,Rw,Kb,,,Pb,Pb,,,Kw,Bw,,,Pb,Pb,,,Qb,Nw,,,,,,,Nw,Pb,,,,,,,Rb,Pw,Qw,Bb,Rb,Pw,Qb,Bw,Nb	lightGray	0
01ff09f9cd6cfb1975d059a7b36f9317	195	Rw,Bb,Kw,Pw,Nb,Bw,Kb,Kb,Rw,,,,,,,Qw,Rw,,,,,,,Pw,Rw,,,,,,,Rb,Rw,,,,,,,Bw,Rw,,,,,,,Qb,Rw,,,,,,,Pb,Rw,Nb,Rw,Kw,Qb,Nw,Rb,Pb	lightGray	0
0214042bcefd18fac6a977bba7b3fad1	939	Bb,Rw,Bb,Kb,Pb,Rb,Bw,Rw,Rb,,,,,,,Pb,Bw,,,,,,,Nw,Qw,,,Rb,Rb,,,Bb,Pw,,,Rb,Rb,,,Kw,Rw,,,,,,,Pw,Bb,,,,,,,Nb,Bw,Kw,Qb,Nb,Pw,Kb,Qw,Nw	lightGray	0
021cb6670734aaab54b2ba39d16f0e1a	256	Rb,Nw,Qb,Pw,Rb,Nb,Qw,Nw,Rb,,,,,,,Nb,Nw,,,,,,,Rw,Qw,,,,,,,Pb,Kb,,,,,,,Qb,Rw,,,,,,,Nw,Bb,,,,,,,Rb,Pw,Pw,Kw,Bw,Nb,Pb,Kb,Pb	lightGray	1
021d788c4ea928341477fa222eb75e3b	2859	Pw,Qb,Pb,Rb,Bw,Qw,Kb,Bw,Rw,,,,,,,Nw,Kw,,,,,,,Bb,Qb,,,Rw,Rw,,,Kw,Nw,,,Rw,Rw,,,Pw,Rb,,,,,,,Nb,Kb,,,,,,,Bw,Nw,Rw,Kw,Qb,Bw,Rb,Pw,Qb	darkGray	0
021dad1ff1dbccc5e519c7302b72dc56	1520	Bb,Nb,Bw,Kw,Pw,Nw,Bb,Nw,Bw,,,,,,,Rw,Qb,,,,,,,Kw,Pb,,,,,,,Qw,Rw,,,,,,,Nb,Bb,,,,,,,Rb,Qw,,,,,,,Kb,Nb,Bw,Rb,Pb,Qb,Bb,Rw,Qw	darkRed	0
0224c35e0d6ba75705c6afda450b3194	2433	Bw,Qw,Nb,Rb,Kb,Bb,Nw,Kw,Nb,,,,,,,Pb,Bw,,,,,,,Nw,Kb,,,Nb,Nb,,,Bb,Pb,,,Nb,Nb,,,Kw,Nw,,,,,,,Pw,Bb,,,,,,,Nb,Bw,Bw,Qb,Pw,Rb,Bb,Qw,Qw	lightGray	0
02252ded5e4d8c5454c741266672527b	1523	Qb,Pw,Rb,Bb,Qw,Pb,Rw,Bw,Nb,,,,,,,Nb,Bw,,,,,,,Rw,Kb,,,,,,,Kb,Pb,,,,,,,Qw,Nw,,,,,,,Nw,Bb,,,,,,,Rb,Rw,Kb,Qw,Nb,Rw,Kw,Qb,Qb	darkRed	0
022800748617660c40c3772679ce2f83	1565	Bb,Nw,Bb,Kw,Pw,Nb,Bw,Pw,Rw,,,,,,,Qb,Bb,,,,,,,Nw,Qw,,,Rw,Rw,,,Rb,Pw,,,Rw,Rw,,,Kb,Rb,,,,,,,Qw,Nw,,,,,,,Nb,Nw,Kw,Rw,Nb,Qw,Pw,Rb,Qb	darkRed	0
022febfb38821155bab3622d4ee9d10f	3354	Pw,Pw,Qw,Nw,Rb,Pb,Qb,Qw,Pw,,,,,,,Nw,Nb,,,,,,,Bb,Bw,,,,,,,Kw,Kb,,,,,,,Pw,Pb,,,,,,,Nb,Nw,,,,,,,Qw,Kw,Bb,Nw,Pw,Kw,Bw,Nb,Qw	lightRed	0
025dc9028457a501974d2e7b93a72da6	1704	Bb,Qb,Kw,Rw,Nb,Qw,Kb,Kw,Nb,,,,,,,Nb,Bw,,,,,,,Pw,Qb,,,Qw,Qw,,,Kb,Pb,,,Qw,Qw,,,Bw,Nw,,,,,,,Nw,Bb,,,,,,,Pb,Bb,Kb,Qw,Nw,Rb,Kw,Qb,Bb	lightRed	0
027e214194ad6e29b12df4f55abcf918	53	Kw,Pw,Rb,Bb,Qw,Kw,Rw,Kb,Rw,,,,,,,Rb,Kw,,,,,,,Kb,Qw,,,,,,,Qb,Nb,,,,,,,Nw,Rb,,,,,,,Rw,Kb,,,,,,,Pb,Rb,Rw,Bb,Qb,Pb,Rb,Bw,Rw	lightRed	0
028ba1e7ec55227472269d34a9180713	894	Pw,Bw,Nb,Pw,Kw,Bb,Nw,Bw,Pb,,,,,,,Nb,Nw,,,,,,,Qw,Bb,,,,,,,Kb,Kw,,,,,,,Rb,Pw,,,,,,,Bw,Rb,,,,,,,Qb,Bb,Pb,Qb,Nb,Rw,Pw,Qw,Kw	darkRed	0
029cdcae3c304b1d999b61fbc80afee0	2204	Nb,Nw,Pb,Kb,Bw,Rb,Pw,Rw,Pb,,,,,,,Rw,Nw,,,,,,,Pb,Qw,,,Bb,Bb,,,Qw,Kb,,,Bb,Bb,,,Bb,Rw,,,,,,,Rb,Nb,,,,,,,Pw,Qb,Qb,Nw,Rb,Kb,Qw,Nb,Rb	darkRed	0
02a0d23351ca9373dd26c0b43c745fee	381	Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Bb,,,,,,,Pw,Qw,,,,,,,Kw,Pw,,,,,,,Bb,Rb,,,,,,,Nw,Bw,,,,,,,Rb,Qb,,,,,,,Kb,Rb,Bw,Nb,Pb,Kb,Bb,Nw,Pw	darkRed	0
02b053e112e68d86a21378aa08a0a365	193	Nb,Bw,Rb,Pw,Kw,Bb,Nw,Rb,Nb,,,,,,,Nb,Rw,,,,,,,Qw,Kb,,,Nb,Nb,,,Kb,Qw,,,Nb,Nb,,,Rb,Nw,,,,,,,Nw,Rb,,,,,,,Qb,Nw,Bb,Kw,Pb,Nw,Bw,Kb,Pw	darkRed	0
02b11d68a50ae97f1659ed37a2c3254b	1222	Rw,Nb,Qw,Kb,Rb,Bw,Qb,Qw,Kb,,,,,,,Pb,Pb,,,,,,,Qb,Nb,,,Nb,Nb,,,Bw,Bw,,,Nb,Nb,,,Rb,Kw,,,,,,,Pw,Pw,,,,,,,Kw,Pb,Nb,Pw,Kw,Bb,Nw,Pb,Rw	darkRed	0
02b4110b9afa0fbc1c54ce8eed5caf30	557	Nb,Nb,Qw,Kw,Rw,Nw,Bb,Qw,Bw,,,,,,,Pw,Qb,,,,,,,Rb,Pw,,,,,,,Bw,Rb,,,,,,,Qb,Bb,,,,,,,Pb,Qw,,,,,,,Nw,Qw,Pw,Kw,Bb,Nw,Rb,Kb,Rb	lightGray	0
02b818408e61d68a471dc20c70c283a2	2967	Qb,Rb,Nw,Qb,Kw,Rw,Nb,Kb,Nb,,,,,,,Kw,Qw,,,,,,,Pw,Kb,,,,,,,Nb,Rb,,,,,,,Bw,Bw,,,,,,,Kb,Qb,,,,,,,Pb,Kw,Bw,Kb,Pw,Nb,Bb,Kw,Qw	darkGray	0
02b9d9371ed3e71cab2a34bc6c8023a3	1940	Kw,Rb,Pw,Qb,Bw,Rw,Kw,Qb,Nb,,,,,,,Pb,Rw,,,,,,,Nw,Kw,,,Nw,Nw,,,Qw,Qb,,,Nw,Nw,,,Kb,Nw,,,,,,,Rw,Rb,,,,,,,Nb,Nb,Bb,Qw,Pb,Nw,Bw,Kb,Bw	lightGray	0
02bdc4e2ba423e0edccb9350ea9e9b85	382	Rw,Kw,Rw,Nb,Qw,Pw,Rb,Rw,Pw,,,,,,,Rw,Qw,,,,,,,Rw,Bb,,,Nb,Nb,,,Rw,Rw,,,Nb,Nb,,,Rw,Pb,,,,,,,Rw,Qb,,,,,,,Rw,Bb,Nb,Pw,Kb,Bw,Nw,Pb,Rw	darkRed	0
02c0e3bdb22896975ece9b20876349c5	10	Pw,Kb,Qw,Nb,Rw,Kw,Qb,Bw,Nw,,,,,,,Qb,Rb,,,,,,,Pb,Kb,,,,,,,Rb,Qw,,,,,,,Bw,Nb,,,,,,,Qw,Rw,,,,,,,Pw,Pw,Bw,Nb,Pw,Kw,Bb,Nw,Pb	lightGray	0
02ca1cb977c02bea69a88dd6a2868ac6	1220	Rw,Rb,Pw,Qw,Bb,Rw,Pb,Bb,Pw,,,,,,,Qb,Nb,,,,,,,Bw,Bb,,,,,,,Rb,Kw,,,,,,,Pw,Pb,,,,,,,Qw,Nw,,,,,,,Nb,Nw,Kb,Rb,Nb,Qw,Kw,Rw,Pb	lightRed	0
02e12f1e975b66bad1925c46a3797587	2872	Bw,Kb,Bw,Nw,Pb,Kw,Bb,Rw,Pw,,,,,,,Qb,Kw,,,,,,,Bw,Bb,,,Bb,Bb,,,Rw,Nw,,,Bb,Bb,,,Pb,Pb,,,,,,,Qw,Kb,,,,,,,Bb,Pb,Pw,Qw,Bb,Rw,Pb,Qb,Kb	darkGray	0
